"sentence","tag"
"breakfast great, just like else!","Facilities"
"fine, complain","Facilities"
"super nice staff. friendly accommodating. loved room. wonderful view park decorated. didnt feel like hotel room, like home. comfortable mattress, pillows comforter. office area, able walk everywhere. tube station near by. restaurant downstairs amazing! food fresh delicious. breakfast dinner twice there. restaurant staff great well.","Facilities"
"area just sit, read book, write postcards, limited. tables used restaurant. able seats evening, february, busy season. open windows fresh air temperature room did 19 celsius. missing fresh air. water pressure good. mentioned check out, told unusual fixed. thought environment. low water pressure sucks people long hair head hair. lighting applying make good either. lights come come applying make strong. worth staying here!","Facilities"
"fabulous staff went extra mile, especially reception bar staff. attention decor great","Facilities"
"nothing!","Facilities"
"design atmosphere","Facilities"
"soft bed prefer hard","Facilities"
"location","Facilities"
"breakfast","Facilities"
"excellent location quirky design lovely meal seabird","Facilities"
"room quite small cosy room booked just 1 night visit.","Facilities"
"wife fantastic stay hotel london. stay hoxton unforgettable experience. staff friendly helpful, feel home. particular, like thank italian guy named francesco kindness, helpfulness, professionalism. gave lot useful advice. room clean comfortable, breakfast delicious. dinner, congratulations chef! location hotel great, close tourist attractions connected. summary, highly recommend hotel looking comfortable pleasant stay london. thanks staff making stay enjoyable. definitely back.","Facilities"
"new, modern comfortable","Facilities"
"location office area, rooms small.","Facilities"
"lovely stay hoxton. partner date wanted celebrate anniversary here, too. told staff ahead time incredibly helpful thoughtful. left bottle fizz room, complimentary coffee, dessert drink bar downstairs. thank much, again.","Facilities"
"great vibe, lovely touches, comfy, friendly staff.","Facilities"
"wait table long dinner","Facilities"
"really nice property, love look feel. bathroom layed out. reception bar area cosy hang in.","Facilities"
"room small thought out. chairs constantly able bed, close curtains etc. shower water pressure.","Facilities"
"style, comfort, amenities","Facilities"
"style, amenities","Facilities"
"atmosphere kindness restaurant groundfloor","Facilities"
"beautiful fancy. room need comfortable.","Facilities"
"gorgeous hotel, comfy upstairs beautifully designed","Facilities"
"felt location gorgeous, price cocktails upstairs just way priced. oyster happy hour oysters smallest seen, 10 total equivalent 5 normal oysters 2 cocktails 90. wouldnt price","Facilities"
"breakfast good, dinner too, large variety dishes good ingredients. bar restaurant area cosy pleasant .the staff kind. good location. room wasn t elegantly decorated practical warm bedlinen warm clean.","Facilities"
"4 days house keeping came, changed towels sheets, floor carpet cleaned. ugly stains armchair discouraged using it.","Facilities"
"clean staff amazing. 4th time weve stayed.","Facilities"
"thing.and small, partner said theres room good lighting makeup! lol.","Facilities"
"nice hotel. stay again. tasteful hotel design nice rooftop bar comfy bed wireless speaker room good shower pressure friendly helpful staff 5 min walk southwark tube station 1015 min walk waterloo station room services good albeit expensive","Facilities"
"shower temperature difficult dial in. hot cold. pressure good though.","Facilities"
"friendly accomodating staff , location , modern homy","Facilities"
"notch. biggy room is, indeed, big! laid atmosphere. young hotel!","Facilities"
"love relaxed vibe place friendly staff","Facilities"
"staff amazing, friendly really helpfull. big thanks italian barlady samira","Facilities"
"beautifully decorated. excellent location, close amenities tube station.","Facilities"
"gym onsite.","Facilities"
"excellent decor, cosy, relaxing. great shower! radio little iffy. use apps tv...youtube good videos","Facilities"
"fridge little small large bottle water keel cold.","Facilities"
"cool atmosphere, lovely spacious room","Facilities"
"like hoxton hotels, atmosphere great. good balance lively chilled. room wasnt huge nicely designed. bed comfortable. bathroom good size small room. clean nice toiletries. downstairs rooftop restaurants bars great drinks. food pretty good, incredible. location convenient city west end. immediate surroundings arent great convenient youre waterloo station. bonus, arrived hour check staff let room hesitation.","Facilities"
"nice minibar bit bottles water.","Facilities"
"thing good hotel interiors, ends there.","Facilities"
"worst service ive had. 1. didnt clean rooms, asked bins said servicing rooms extra service request. 2. restaurant service horrendous, waited hour coffee ordered 3x arrived cold. told tables available breakfast fault known supposed book. 3. asked early check months ago husband needed ready wedding ceremony. check took long ended hour later supposed rush ready wedding. 4. post wedding breakfast service unbelievably slow parents leave order. 5. passes buck complain try best blame else.","Facilities"
"lovely interiors, really modern trendy playful touches. friendly staff.","Facilities"
"beautiful stylish room perfect setting romantic christmas away together, lounging bed opening presents. hanging bars restaurants, eating sipping cocktails, fun. hotel perfectly placed trips wintery deserted city london east end joy shoreditch brick lane. easily regular christmas spot. oh, staff great arrived late restaurant christmas night kitchen closed concierge buddies got chefs rustle delicious feast","Facilities"
"boujie perfect, seabird restaurant divine","Facilities"
"location great","Facilities"
"room wasnt ready 1.5 hours check time 2pm. water room wasnt hot just warm want cold day wandering london. bar staff quite abrupt.","Facilities"
"liked design","Facilities"
"lack amenities, slippers bathrobes","Facilities"
"everything, beautiful creative hotel","Facilities"
"location great. spacious shower.","Facilities"
"check area needs sign right entrance, thing restaurant staff. yellow light rooms bit putting. water pressure best rooms cleaning service request wasnt clearly explained actually read booking reviews","Facilities"
"friendly, welcoming","Facilities"
"bedrooms bit noisy","Facilities"
"handy everything. comfortable. staff absolutely fantastic!","Facilities"
"location, staff super helpful uber cool stay delivered didnt disappoint","Facilities"
"nice design great location explore london. rooms good value staff polite helpful","Facilities"
"got given disabled access room werent able change","Facilities"
"lovely breakfast. handy tube.","Facilities"
"lovely","Facilities"
"slept room. shower power wasnt great. room 314.","Facilities"
"service breakfast mezzanine floor breakfast large party, floor apart maybe 6 people service abysmal curb urge help myself. servers excellent themselves, courtesy smiles, lovely start day, but, chain broken link group finished breakfast hadnt received theirs. note, restaurant needs act glass champagne shouldnt 28 minutes arrive table.","Facilities"
"lobby room nice, comfortable. location so. walked realized hotel near hyde park knightsbridge better area xmas sights","Facilities"
"booked dbl twin room, extra cost got king room. eventually separated beds 4 apart... sink did drain. bar breakfast staff nice, helpful downright rude times. questioned cost breakfast out. brought oj, charged for, flagged ask coffee. location ok, cost, great","Facilities"
"love hotel. rooms, bathrooms perfect. atmosphere barlounge fun","Facilities"
"doesnt pick drop taxis. cycle lane takes road. actually dangerous.","Facilities"
"convenient location comfortable room","Facilities"
"took check people reception evening period","Facilities"
"great choice! atmosphere space organized","Facilities"
"great decoration, bathroom location. bar cozy downstairs bar upstairs great view","Facilities"
"bed pillows pretty soft breakfast included","Facilities"
"hotel fabulous. bed uber comfortable. food great","Facilities"
"real downside early restaurant shut. great sort 24 hour food option. halfway meal. went order dessert told kitchen shut. warned ordered start meal. need inform receptionists various parking options area. pretty clueless option given closed down.","Facilities"
"hotel price, worth it. room small, service speak of, breakfast, help luggage. took long time check in, dont know why. wouldnt choose hotel again.","Facilities"
"lovely venue, comfy beds.","Facilities"
"breakfast included offer expensive.","Facilities"
"studio spectacular. great bathroom, unique style, personality, place truly unusual place stay.","Facilities"
"nothing.","Facilities"
"friendly helpful staff.","Facilities"
"good location, nice hotel.","Facilities"
"perfect location wonderful architecture relaxing building great staff","Facilities"
"location awsome. roof bar good","Facilities"
"room small. bed uncomfortable. things id ordinarily expect room there, handwash didnt like coffee.","Facilities"
"stylish fresh hotel large rooms comfortable bed nice bathroom. turned morning room nice view big ben! reception staff friendly. breakfast ordered extra fee, range breakfast dishes large. drinks good bar seabird restaurant floor hotel great view happy food. recommend hotel friends.","Facilities"
"little problem air conditioner middle night, solved.","Facilities"
"coziness lobby rooms! really felt like home staff friendly accomodating. loved it!","Facilities"
"bed extremely uncomfortable. just shallow mattress old springs. really needs updated ..!!!","Facilities"
"hotel nice rooms comfortable. shower nice modern well. like everything. plus hotel near everything.","Facilities"
"beautifully decorated hotel reception, bar restaurant rooms.","Facilities"
"room coffee pods werent refilled ok second day","Facilities"
"location great. design hotel wonderful. food really tasty.","Facilities"
"staff training. rooms hot. pay lot little guess pay brand.","Facilities"
"hoxton great experience me! room spacious clean, modern appliances. bathroom perfect bed super comfy. location great link close access kingscrossst pancras waterloo walking distance. staff super nice well.","Facilities"
"think wasnt spot on. didnt try restaurants, certainly did look nice.","Facilities"
"location, vibe","Facilities"
"slightly overpriced","Facilities"
"easy check comfortable room great staff","Facilities"
"friendly, helpful staff. conveniently located southbank centre. comfortable clean. dislike.","Facilities"
"cool, modern style. comfortable great location","Facilities"
"good.","Facilities"
"young lady checked lovely informative, staff male friend arrived.","Facilities"
"hostess door wasnt helpful thr bar person wasnt friendly all.","Facilities"
"exception service facilities really fault","Facilities"
"great location. clean. gorgeous corner bedroom. wonderful staff .","Facilities"
"bath robes. body lotion room. power sockets near mirror. kettle plug floor. bed bit dippy centre.","Facilities"
"fabulous retro hotel, great bar restaurant. however, rooms really quiet","Facilities"
"great restaurant location","Facilities"
"poor staff training. long check in. broken sink bathroom.terrible poor quality food floor restaurant. priced, zero value money.highly recommend book here.there better hotels area.","Facilities"
"great vibe. location. rooms comfy clean stylish. friendly staff.","Facilities"
"showers werent hot.","Facilities"
"gorgeous bathroom!","Facilities"
"room bit pokey price nice extras toiletries body lotion. robe nice, too.","Facilities"
"bed dirty. bed spread blood stain","Facilities"
"staff super friendly nice. food average. cocktails good","Facilities"
"staff friendly room spotless shower products amazing! bed comfy","Facilities"
"great hotel, staff really good. location great visit. easy central london. loved style hotel","Facilities"
"sure think","Facilities"
"nice layout. great ambience. good location. wonderful restaurant seabird.","Facilities"
"stayed 2 nights. booked comfybig room upgrade. late second night learned huxton does tidy room make bed stay. rationale eco policy. understand applies supplying fresh towels, linen comes tidying room making bed luxury hotel line taking eco policy step far. doing passing task customer simply cost saving setting stay expensive. house keeping services cheaper hotel lines better whats provided here. note, rooms noisy poor sound insulation corridor fellow rooms, television channels working bbc1 2 connect internetwas fully smart enabled meaning netflix, amazon prime grouting shower kept flaking used.","Facilities"
"great hotel. fab location. quiet room spite main road.","Facilities"
"hotel vibe pretty cool, relaxed intrusive. room spacious london standards organised","Facilities"
"rooms cozy great location. design hotel rooms beautiful.","Facilities"
"lady check abrupt didnt explain including elevator rooms irritated asked questions stay time breakfast etc. paid breakfast included morning waiting table 30 minutes come coffee orders menus, left cafe nearby shame. additionally, booked room 2 months advance surprise getaway partner wanted eat restaurant seabird. came table booked 8pm, arrived 805pm, hostess told late wouldnt table hour sit bar. explained booked table 2 months advance arrived grace period. extremely rude colleague tried best adjust tables make space batted ideas saying ignore new visibly upsetting waitress. eventually miracle able table tucked hostess stand kept knives forks etc. felt completely disregarded unfortunately set tone dinner looked forward much. tables windows reservations... reserved far advanced wasnt offered us. food amazing drinks didnt arrive ordered bill. overall, really disappointed stay dinner experience shame excited london getaway organised surprise, especially read great things.","Facilities"
"relaxed style, friendly staff. amazing views seabird restaurant.","Facilities"
"charity donation appeared seabird restaurant 2nd item explanation principal. room bit cold unable alter control despite best efforts!","Facilities"
"allow dogs","Facilities"
"pay barclays card easily","Facilities"
"staff extremely accommodating. liked availability drinking water tea room wanted boxes, plastic water bottles environmentally friendly. appreciated ability check little later normal. food service restaurant lobby great. things considered happy return opportunity arises.","Facilities"
"smokers outside restaurant windows. high temperatures early september windows open, smoke wafted in.","Facilities"
"great location fabulous design.","Facilities"
"room smaller photos","Facilities"
"beautiful room decor. lovely view church like hotel village centre london! location excellent.","Facilities"
"loved beautiful restaurants great food drinks ground floor rooftop. staff great rooms clean cozy. prime location also.","Facilities"
"really enjoyed stay hoxton! great location walking distance southwark underground station, tate modern south bank. hotel restaurant staff friendly attentive. rooms stylishly decorated equipped tea kettle, mini fridge, complementary drinks, hair dryer, radio clothing steamer. youre light sleeper bring earplugs.","Facilities"
"easy checkin process. rooftop bar easily accessible guests.","Facilities"
"bed pillows extremely uncomfortable, price way high get, minor amenities like milk fridge sour, room tiny.","Facilities"
"connected location. attractive aesthetic. staff kindly charged phone forgot charger. room facilities clean. appreciated early check in.","Facilities"
"lack sound proofing listen neighbours tv different conversations directions early hours. sleep cut trip short head home. furnishings look nice bed provided support, chairs rooms upright sit in, bar chairs lobby aesthetic uncomfortable. ai places just sot while. rooms advertised having ac just centralised air max took 10 hours reduce temp just 4 degrees hot weather wouldnt booked clear real ac.","Facilities"
"extremely quiet rooms hear all!, soft beds, great food, brill atmosphere. air welcome extremely hot weekend","Facilities"
"werent fans exposed ceiling know thats style theyre going","Facilities"
"loved artwork decor. comfortable!","Facilities"
"location didnt offer restaurants liked","Facilities"
"friendly staff, lovely decor. portion sizes good wide choice drinks food offer.","Facilities"
"difficult cab.","Facilities"
"incredible staff. jessica desk amazing. kind helpful. thankyou jessica.and team. atmosphere relaxed. food stunning. room perfect. soon","Facilities"
"nice design seabird great","Facilities"
"minibar largest expensive room. breakfast included price. shower cap, moisturiser, sewing kit etc. robe slippers. things id expect price paid.","Facilities"
"hotel beautiful, green luxurious staff welcoming helpful. location tate modern thames spectacular experience highly recommend short stays,., dining facilitities breathtaking","Facilities"
"honestly amazing, chose middle size room space morning yoga practice little snug, decorated just adjusted furniture enjoyed sunlight streaming window","Facilities"
"atmosphere. friendly, helpful, chatty staff. late check out.","Facilities"
"need plug sockets near bed use phone. wrong charged dinner didnt","Facilities"
"room stylish nice. staff great.","Facilities"
"breakfast à la carte, buffet.","Facilities"
"stayed enjoyed it. time good before. great staff, clean, works properly.","Facilities"
"food service faster","Facilities"
"beautiful decor, rooms lovely, atmosphere hotel brilliant","Facilities"
"staff. laid atmosphere. bedroom.","Facilities"
"breakfast menu layout. breakfast service. cooked items individual dishes. cool food. cold ac dinning area. lack choice bread. sourdough muffins. expensive breakfast.","Facilities"
"staff, location, decor.","Facilities"
"liked so...so dint like. spa?!","Facilities"
"clean, tidy, modern, great bars","Facilities"
"slightly overpriced get. especially breakfast wasnt included","Facilities"
"staff amazing friendly helpful. room beautiful comfortable. hotel modern, clean beautifully decorated.","Facilities"
"mattress bed bit broken dip middle im sure just anomaly room.","Facilities"
"modern, industrial, art deco, arty, airy cozy need? lovely little details. laid designed rooms comfiest bed ive slept age.","Facilities"
"dislike.","Facilities"
"location","Facilities"
"unpainted concrete ceilings rooms","Facilities"
"hotels location better. situated vibrant south bank, just short 5minute walk away underground, making exploring city incredibly convenient. hotel exudes cozy stylish ambiance. attention design decor evident, creating welcoming comfortable atmosphere. cleanliness entire property commendable, added overall enjoyment stay. staff professional friendly. warm welcome helpfulness visit feel right home. highlights hotels bar restaurant. superb offerings menu truly impressed us. combination delectable dishes great selection drinks delightful dining experience. conclusion, stay hotel remarkable experience. fantastic location, stylish setting, cleanliness, friendly staff, outstanding dining options contributed truly memorable visit. highly recommend hotel seeking unforgettable stay londons vibrant south bank.","Facilities"
"everything. beautiful hotel. th decor ambiance outstanding. bed incredibly comfortable pristine. restaurants outstanding. loved location.","Facilities"
"disliked.","Facilities"
"roof bar stunning","Facilities"
"amazing","Facilities"
"good","Facilities"
"location great staff good, friendly efficient. room wellappointed, liked radio. food tasty restaurants boring.","Facilities"
"food tasty restaurants, little bland. adventurous... trendy hotel food creative. also, seabird good staff upselly pushing plates didnt need little overpriced. staff desk helpful, especially ciarra wonderful remote tv mirroring stick missing hotel price lot professional streamers tv limited!! worst gym spa agreements local hotels real lounge read book mezzanine coworkers lobby basically restaurant.","Facilities"
"great hotel fantastic roof restaurant ,attractive modern design, attentive pleasant staff, position hotel good rail underground","Facilities"
"obvious","Facilities"
"clean, modern, great location.","Facilities"
"great.","Facilities"
"rooms, service, location better!","Facilities"
"fabulous rooms, great vibe","Facilities"
"excellent hotel great location. seafood restaurant visit barrestaurant downstairs great. rooms decorated cosy. 24hr mini bar welcome. service impeccable hotel.","Facilities"
"area improvement pillows, soft basically non existent, personal preference.","Facilities"
"hotel beautifully styled clean. staff welcoming room good facilities. used bar restaurant facilities excellent especially seabird restaurant negroni cocktails. great value.","Facilities"
"little. usb c charger port room helpful","Facilities"
"nice atmosphere pleasant service","Facilities"
"breakfast nice book table. location good decor nice overall vibe","Facilities"
"really room. bar soap shower things. price pay, nice toiletries. asked umbrella, out! london, rains lot youd expect able umbrella. towels request room serviced wanted clean room.","Facilities"
"room service great comfy bed.","Facilities"
"lack disturb signs doors dressing rooms.","Facilities"
"love staying hoxton hotels. ambience great.","Facilities"
"nothing. great experience.","Facilities"
"beautiful decor location fantastic. loved room service staff friendly","Facilities"
"beautiful accommodations. room quite livable, spacious, wellput together. lobby vibrant energetic.","Facilities"
"staff faultless friendly, welcoming happy provide coffeewater needed. outstanding decor design throughout, clean kept. barrestaurant ground floor albie seabird city views nice drinks. comfortable bed, fantastic bathroom toiletries. breakfast delicious, does work best ordering menu ravenous. quiet location weekend stay, bars restaurants accessible. great access stations borough market 5min walk blackfriars, 5min walk southwark station, 10min walk waterloo 15min walk borough market.","Facilities"
"little things, arent dealbreakers stay again. price, nice housekeeping checked coffee, tea water end day. nice come topped stock. handheld steamers nice touch, werent powerful took long time light creases clothes. sold 20pp breakfast rate wasnt good value, quite hard spend u youre ravenous.","Facilities"
"beautiful hotel great location views.","Facilities"
"lovely rooms, clean great location","Facilities"
"restaurant good, service poor caused random waiters working table meal things. ive stayed times same. apparently opt room cleaned. room cleaned past dyaus suddenly time. expensive hotel room cleaned old save planet routine rubbish, save hotel money!","Facilities"
"room desk staff great.","Facilities"
"staff breakfast slow food cold","Facilities"
"stylish great vibe. welcoming comfortable great staff. food superb too.","Facilities"
"brilliant","Facilities"
